# Program:featureCounts v2.0.4; Command:"featureCounts" "-s" "2" "-T" "2" "-p" "-a" "Saccharomyces_cerevisiae.R64-1-1.108.gtf" "-o" "allSamples.featureCounts.txt" "SRR24466374.bam" "SRR24466375.bam" "SRR24466376.bam" "SRR24466389.bam" "SRR24466391.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR24466374.bam	SRR24466375.bam	SRR24466376.bam	SRR24466389.bam	SRR24466391.bam
YMR103C	XIII	472902	473264	-	363	324	432	315	1375	682
YMR254C	XIII	777615	777923	-	309	2	3	2	9	6
YMR303C	XIII	873291	874337	-	1047	40	51	46	216	82
YMR316W	XIII	904825	905835	+	1011	1781	1150	997	2129	1004
YML017W	XIII;XIII	236588;236954	236591;238731	+;+	1782	1216	1843	1366	3591	2056
YMR104C	XIII	473420	475453	-	2034	1128	1854	1118	4824	2443
YMR309C	XIII	892988	895426	-	2439	2281	3212	2519	5363	3141
YML133W-A	XIII	1610	2185	+	576	0	0	0	0	0
YMR155W	XIII	568551	570194	+	1644	1334	2072	1485	3390	1933
YMR313C	XIII	899379	901307	-	1929	1966	2694	1869	3571	2395
YMR028W	XIII	327482	328582	+	1101	1056	1111	863	2850	1557
snR72	XIII	298554	298651	+	98	249	384	214	104	165
YMR154C	XIII	565999	568182	-	2184	335	585	444	1207	756
tY(GUA)M1	XIII;XIII	168795;168848	168833;168883	+;+	75	51	31	26	25	36
snR75	XIII	297918	298006	+	89	12	17	41	36	25
YML096W	XIII	79909	81486	+	1578	387	490	584	1032	726
YML016C	XIII	239458	241536	-	2079	5510	5221	3598	5896	3284
YML006C	XIII	256092	258416	-	2325	824	1275	1044	1986	1161
YMR178W	XIII	618479	619303	+	825	7940	8179	8241	12693	6947
YML109W	XIII	51640	54468	+	2829	385	415	359	931	474
YML015C	XIII	241989	243029	-	1041	651	1360	1032	1722	1332
YMR197C	XIII	658545	659198	-	654	1994	2447	1716	7154	3514
YML014W	XIII	243225	244064	+	840	233	345	405	938	652
YML106W	XIII	56773	57453	+	681	3299	3936	4248	9861	5961
YML025C	XIII;XIII	224406;225339	225239;225365	-;-	861	1143	1696	1229	3933	1903
tS(AGA)M	XIII	259158	259239	-	82	4	2	2	1	9
YMR172C-A	XIII	607828	608211	-	384	0	7	2	15	10
YMR193W	XIII	650036	650812	+	777	1007	1073	920	2802	1430
YML052W	XIII	170402	171310	+	909	6447	6710	5545	15345	8513
YML079W	XIII	110247	110852	+	606	1376	1919	1220	4312	2207
YML101C-A	XIII	69409	69726	-	318	8	25	12	41	10
YML047C	XIII	180017	181075	-	1059	26	20	21	73	27
YMR174C	XIII	610159	610365	-	207	169	276	96	761	252
YMR218C	XIII	703579	706887	-	3309	1089	1197	995	3007	1432
YMR315W	XIII	902800	903849	+	1050	3862	6379	3517	14598	6282
YMR001C	XIII	269019	271136	-	2118	1849	2338	1662	4540	2152
tV(AAC)M1	XIII	372445	372518	-	74	4	0	2	1	0
tE(UUC)M	XIII	290801	290872	+	72	0	0	0	1	0
YML121W	XIII	26930	27862	+	933	1276	1765	1352	4023	2065
YMR085W	XIII	437491	438789	+	1299	243	233	109	1029	392
YMR105W-A	XIII	478064	478258	+	195	9	3	2	60	32
YMR122C	XIII	510701	511075	-	375	28	31	34	77	30
snR78	XIII	297278	297364	+	87	8	0	11	17	24
YMR217W	XIII	701790	703367	+	1578	4501	3880	6266	13782	9033
tA(AGC)M2	XIII	768369	768441	-	73	20	14	12	0	6
YMR298W	XIII	863819	864271	+	453	3314	5278	3549	9380	5100
YMR057C	XIII	388359	388730	-	372	2	10	4	16	21
YML042W	XIII	192788	194800	+	2013	296	503	281	893	413
YMR320W	XIII	916746	917051	+	306	478	683	476	1195	403
YMR287C	XIII	842436	845345	-	2910	583	946	731	1688	903
YMR289W	XIII	848685	849809	+	1125	1023	1573	1268	3564	1954
YML048W	XIII	178426	179637	+	1212	3277	5186	2732	10515	4873
YMR250W	XIII	770801	772558	+	1758	2954	4846	1435	23871	7645
YMR230W-A	XIII	733268	733456	+	189	239	75	261	260	184
YMR124W	XIII	514456	517287	+	2832	1431	1742	1140	4476	2073
YMR311C	XIII	896914	897603	-	690	4358	3976	3264	12662	6042
snR77	XIII	297506	297593	+	88	172	312	124	143	347
YMR322C	XIII	918366	919079	-	714	48	24	60	72	26
YML119W	XIII	30611	31684	+	1074	1098	1455	1054	3260	1558
YML043C	XIII	190244	191767	-	1524	136	273	281	315	130
YML046W	XIII	181474	183363	+	1890	1458	1931	1617	3454	2249
YML004C	XIII	261705	262685	-	981	6397	7090	5548	17558	8048
YMR071C	XIII	410762	411265	-	504	2924	3850	2683	6763	3508
YMR229C	XIII	725934	731123	-	5190	1492	1468	1479	2487	1704
YMR063W	XIII	397077	397796	+	720	194	414	392	538	343
YMR301C	XIII	867555	869627	-	2073	843	724	682	2895	1232
YMR276W	XIII	818827	819948	+	1122	1635	2749	1864	11119	5405
YMR002W	XIII	272193	272663	+	471	3344	3379	2712	12748	5068
YML081C-A	XIII	103983	104162	-	180	5098	6555	5168	11000	6541
YML019W	XIII	233457	234455	+	999	2154	2268	2289	3526	2143
YMR176W	XIII	611740	615975	+	4236	974	1566	1153	2295	1398
YMR158W-B	XIII	574471	574791	+	321	0	4	0	5	3
YML108W	XIII	54793	55110	+	318	2705	1590	2810	3235	2323
YMR198W	XIII	659745	661529	+	1785	888	1094	904	2466	1506
YML094W	XIII;XIII	82275;82374	82290;82849	+;+	492	1017	1230	1058	2699	1751
YMR006C	XIII	277561	279681	-	2121	2194	1502	1531	3670	1471
YML003W	XIII	263483	264355	+	873	185	382	194	696	372
YML057C-A	XIII	160023	160412	-	390	12	16	4	21	10
YML009C-A	XIII	250675	251001	-	327	1	5	7	2	3
tQ(CUG)M	XIII	808246	808317	-	72	1	0	0	3	3
YML093W	XIII	83090	85789	+	2700	614	720	712	1242	793
YMR116C	XIII;XIII	499456;500152	499878;500688	-;-	960	22637	24333	31807	75087	43469
YMR196W	XIII	655076	658342	+	3267	1518	2229	1182	7514	3118
YML053C	XIII	169116	169754	-	639	1196	2055	1602	4642	3106
YMR151W	XIII	562506	562943	+	438	66	79	54	127	88
YML009C	XIII	251304	251516	-	213	1769	1498	1463	4778	2071
YMR070W	XIII	409154	410626	+	1473	1170	995	801	2786	1452
YMR219W	XIII	707133	712109	+	4977	1683	2063	1342	3872	1718
YML037C	XIII	204386	205408	-	1023	132	232	231	328	231
YMR280C	XIII	827028	831329	-	4302	130	128	124	642	386
YMR170C	XIII	601562	603082	-	1521	363	557	411	1605	830
YMR123W	XIII	513593	513961	+	369	1482	1662	1688	3240	2068
YML012C-A	XIII	245537	245914	-	378	7	4	2	19	13
YMR019W	XIII	312156	315005	+	2850	1121	1763	1736	3001	2082
YMR206W	XIII	675896	676837	+	942	119	133	82	621	475
YMR165C	XIII	590040	592628	-	2589	669	929	612	2105	1099
YMR010W	XIII	285100	286317	+	1218	1870	2346	1833	3189	1925
YMR184W	XIII	628189	628785	+	597	768	710	511	2105	897
YML126C	XIII	19060	20535	-	1476	2701	3387	2844	7577	4000
YMR244W	XIII	757250	758317	+	1068	38	23	43	63	14
YMR279C	XIII	824729	826351	-	1623	28	30	34	73	23
YMR316C-B	XIII	907321	907629	-	309	124	178	126	389	189
YMR107W	XIII	483014	483361	+	348	577	334	333	2609	1626
YML054C-A	XIII	167623	167781	-	159	0	0	0	5	0
YMR043W	XIII	353871	354731	+	861	1253	1885	1481	4712	2330
tA(AGC)M1	XIII	321147	321219	-	73	2	0	1	2	0
YMR270C	XIII	805326	806423	-	1098	1464	1528	1491	3429	1896
YMR175W	XIII	611016	611255	+	240	381	308	255	798	303
YML009W-B	XIII	250435	250911	+	477	62	41	44	71	63
YMR035W	XIII	341142	341675	+	534	865	1022	1077	1716	952
YMR108W	XIII	484084	486147	+	2064	7853	8967	10519	36689	18016
YML002W	XIII	264541	266754	+	2214	708	1300	739	2194	1086
YML111W	XIII	46942	49704	+	2763	1915	2027	1949	4031	2001
YMR278W	XIII	822763	824631	+	1869	758	1202	852	4011	2256
YMR185W	XIII	629025	631970	+	2946	904	647	968	1690	805
YMR304C-A	XIII	878780	879130	-	351	720	671	652	744	435
YML084W	XIII	99489	99797	+	309	17	5	11	36	21
YMR258C	XIII	782620	784281	-	1662	1517	1772	1158	4407	2511
YMR023C	XIII	319437	321017	-	1581	609	702	572	1435	723
YMR291W	XIII	852630	854390	+	1761	2872	3423	2234	9352	6310
YMR041C	XIII	350966	351973	-	1008	680	695	452	2150	792
YMR029C	XIII	328660	330231	-	1572	1856	2206	1481	6030	2629
YMR092C	XIII	451632	453479	-	1848	3027	3178	2360	11768	5605
YMR138W	XIII	545155	545730	+	576	681	601	911	999	703
YMR122W-A	XIII	511315	511569	+	255	7503	14614	8099	27473	13359
YMR053C	XIII	380346	382898	-	2553	369	513	316	1603	629
YMR220W	XIII	712316	713671	+	1356	1771	2416	1822	6185	3045
YMR087W	XIII	442527	443381	+	855	627	598	404	1826	800
YML031W	XIII	214189	216156	+	1968	2278	3291	2433	4151	2329
YML118W	XIII	32334	33851	+	1518	109	171	90	464	239
YML120C	XIII	28266	29807	-	1542	1759	2282	1512	11213	5428
YMR078C	XIII	422503	424728	-	2226	781	669	709	1955	1105
tL(CAA)M	XIII;XIII	504895;504965	504932;505008	+;+	82	2	0	3	6	2
YMR042W	XIII	352603	353136	+	534	230	347	332	815	445
YMR251W	XIII	772915	774015	+	1101	99	105	75	159	109
YMR223W	XIII	716715	718130	+	1416	538	624	543	1376	936
YML007C-A	XIII	253162	253272	-	111	399	398	444	436	324
YMR256C	XIII	778945	779127	-	183	36293	24176	31777	33400	24381
YMR214W	XIII	695350	696483	+	1134	1477	2082	1694	3533	1667
tP(UGG)M	XIII;XIII	196068;196135	196103;196170	-;-	72	180	181	240	282	144
YMR055C	XIII	386101	387021	-	921	231	342	284	993	507
YML117W	XIII	34243	37647	+	3405	2706	3725	2510	8374	4114
YMR271C	XIII	806865	807548	-	684	1214	1235	874	2629	1022
snR24	XIII	499984	500072	-	89	256	409	261	182	203
YMR226C	XIII	721593	722396	-	804	2585	3619	2157	12917	5168
YML110C	XIII	50031	50954	-	924	3097	4155	2676	11449	5725
YML047W-A	XIII	179893	180258	+	366	7	3	6	14	13
YML007W	XIII	253848	255800	+	1953	2492	4449	2568	8643	4383
YMR190C	XIII	640915	645258	-	4344	753	997	823	2023	985
YMR225C	XIII;XIII	720960;721346	721198;721403	-;-	297	1447	1975	1602	3103	1829
YMR264W	XIII	795805	796416	+	612	5500	5801	5672	6939	4650
YMR037C	XIII	344403	346517	-	2115	1760	2354	1783	5604	2734
YML024W	XIII;XIII	225889;226290	225891;226697	+;+	411	61614	47416	66635	96839	57097
YML083C	XIII	99794	101050	-	1257	4	7	4	19	6
YMR182W-A	XIII	625811	625897	+	87	41	73	34	111	34
YMR030W	XIII	330793	331923	+	1131	534	592	378	1935	869
YMR187C	XIII	634689	635984	-	1296	258	374	358	789	528
YMR238W	XIII	746353	747729	+	1377	3479	4246	3284	5245	2848
YML061C	XIII	148953	151532	-	2580	851	1208	960	1884	1083
YMR130W	XIII	532119	533027	+	909	918	1204	927	2542	1546
YMR005W	XIII	276045	277211	+	1167	1077	1353	1038	3515	1658
YMR054W	XIII	383303	385975	+	2673	2798	3476	2549	5693	3023
YMR209C	XIII	685911	687284	-	1374	1806	1680	1335	3392	2146
YML102W	XIII	68294	69700	+	1407	519	529	627	2170	1032
YMR194W	XIII;XIII	651145;651624	651160;651910	+;+	303	13588	14481	16883	32353	19604
YMR252C	XIII	775315	775719	-	405	675	1080	702	1619	682
YMR164C	XIII	587274	589550	-	2277	606	929	760	2075	1114
YMR074C	XIII	413036	413473	-	438	10798	8216	9782	10684	7374
YML065W	XIII	142210	144954	+	2745	1565	1209	1367	3261	1459
YMR243C	XIII	754838	756166	-	1329	8283	8573	8924	12869	7083
snR85	XIII	67768	67938	-	171	95	174	144	323	218
YMR145C	XIII	554793	556475	-	1683	753	922	895	5674	3317
YML071C	XIII	129749	131572	-	1824	869	1460	1068	2790	1563
YMR015C	XIII	300869	302485	-	1617	4062	3765	2048	8626	2980
YML070W	XIII	133475	135229	+	1755	2452	3574	2438	11074	4682
YMR125W	XIII;XIII	517539;517886	517563;520446	+;+	2586	3224	4388	3239	6951	4376
YMR325W	XIII	922641	923015	+	375	4	4	6	7	3
YMR141W-A	XIII	550911	551135	+	225	0	0	0	0	0
YML072C	XIII	124730	129367	-	4638	13893	15417	12622	17552	9124
YML105C	XIII	57866	58687	-	822	1347	1282	1067	3998	2048
YMR119W-A	XIII	506996	507370	+	375	91	98	89	67	106
YMR069W	XIII	407709	408566	+	858	23	69	81	130	85
YMR293C	XIII	855399	856793	-	1395	315	523	362	1012	628
YML124C	XIII;XIII	22048;23659	23360;23683	-;-	1338	3405	4103	3857	10416	5155
YMR090W	XIII	449245	449928	+	684	1266	1730	914	3860	1815
YML029W	XIII	217362	219878	+	2517	1100	1453	1021	2584	1336
YMR171C	XIII	603868	605520	-	1653	3119	4326	3075	6592	3758
YMR102C	XIII	469848	472352	-	2505	1465	1488	1109	4556	1924
YMR188C	XIII	636291	637004	-	714	10251	5267	7093	12592	6883
YMR269W	XIII	804456	805091	+	636	550	525	919	970	892
YMR128W	XIII	523696	527499	+	3804	480	545	481	1043	696
YMR039C	XIII	348644	349522	-	879	2478	2293	2275	6939	3023
YMR230W	XIII;XIII	732414;732876	732465;733141	+;+	318	176215	79327	163838	194708	103772
YMR267W	XIII	801772	802704	+	933	669	962	733	3180	1621
YMR247C	XIII	763351	768039	-	4689	2039	1820	1698	4044	1984
YMR152W	XIII	563096	564193	+	1098	1230	1559	977	5290	2383
YMR251W-A	XIII	774752	774931	+	180	150587	126289	87911	231259	92771
YMR146C	XIII	557481	558524	-	1044	3690	4344	4688	14835	8231
YMR228W	XIII	724626	725651	+	1026	498	457	507	1206	633
YMR032W	XIII	335298	337307	+	2010	942	1142	840	3961	1693
YMR013C-A	XIII	296471	296620	-	150	0	0	0	0	0
YMR001C-A	XIII	271347	271577	-	231	311	243	264	189	281
YMR031W-A	XIII	334709	335035	+	327	2	0	0	8	0
YMR153W	XIII	564435	565862	+	1428	1013	1314	1182	2539	1496
YMR056C	XIII	387315	388244	-	930	717	1215	1053	2363	1546
YMR282C	XIII	833356	835098	-	1743	1861	1860	1684	3291	1973
YMR234W	XIII	740266	741312	+	1047	773	909	777	1765	1035
YMR323W	XIII	920088	921401	+	1314	24	35	24	61	31
YMR062C	XIII	395054	396379	-	1326	16504	39970	38380	45131	34928
YMR247W-A	XIII	769283	769426	+	144	0	0	0	2	0
YMR038C	XIII	347511	348260	-	750	1633	2178	1695	6795	4095
YMR049C	XIII	368094	370517	-	2424	756	636	747	1697	1284
YMR272W-B	XIII	811089	811196	+	108	1	2	2	6	0
YMR147W	XIII	559199	559870	+	672	306	612	427	734	518
YML067C	XIII;XIII	139063;140184	140090;140214	-;-	1059	9004	6898	8590	11804	6091
tK(CUU)M	XIII	480621	480693	-	73	131	84	91	48	76
tR(UCU)M1	XIII	747892	747963	-	72	74	47	38	17	46
YML107C	XIII	55265	56269	-	1005	444	625	518	1586	825
snR54	XIII	163535	163620	-	86	130	231	235	160	249
YMR231W	XIII	733545	736634	+	3090	883	1264	859	2495	1250
YMR081C	XIII	430079	431095	-	1017	129	174	95	1242	546
YML051W	XIII	171594	172901	+	1308	939	1527	1194	3154	1630
YMR314W	XIII	901709	902413	+	705	2909	4886	3142	11207	5424
YMR113W	XIII	494999	496282	+	1284	1138	1832	1714	2951	2071
YML031C-A	XIII	214086	214421	-	336	0	0	0	0	0
YMR263W	XIII	794919	795524	+	606	2197	1639	2106	3366	2154
YML034W	XIII;XIII	209525;211571	211444;212155	+;+	2505	6282	8915	5672	13274	6644
YMR131C	XIII	533163	534698	-	1536	2187	1916	2831	5105	4061
YMR310C	XIII	895716	896669	-	954	238	307	348	925	620
YMR034C	XIII	339418	340722	-	1305	202	276	240	536	231
YML103C	XIII	62582	67549	-	4968	3345	3098	2919	6674	3489
YMR306W	XIII	881159	886516	+	5358	185	372	194	384	169
YMR169C	XIII	599352	600872	-	1521	809	620	424	3713	1497
YMR186W	XIII	632355	634472	+	2118	65230	89755	52738	272520	78795
YML059C	XIII	153219	158258	-	5040	2033	1603	1259	3327	1559
YML086C	XIII	95791	97371	-	1581	889	1109	968	4591	2811
YMR013C	XIII	295179	296738	-	1560	1390	1860	1581	2406	1531
YMR127C	XIII	522329	523345	-	1017	979	672	1168	1435	690
YMR153C-A	XIII	565574	565909	-	336	60	62	25	85	65
YMR212C	XIII	690695	693043	-	2349	4201	4548	4183	5721	3633
YMR296C	XIII	859215	860891	-	1677	3192	4094	3040	6838	3534
YMR101C	XIII	468445	469476	-	1032	33	19	29	71	34
YMR166C	XIII	593367	594473	-	1107	289	423	275	1154	701
YMR061W	XIII	392755	394788	+	2034	4655	3372	3812	8878	4270
YMR288W	XIII	845571	848486	+	2916	379	557	438	1315	697
YMR265C	XIII	796540	797925	-	1386	935	1607	1304	4513	2235
YML116W	XIII	38196	39824	+	1629	2134	2579	3334	3772	2574
YML130C	XIII	11483	13174	-	1692	18286	23065	13984	48871	11965
YMR273C	XIII	811233	813980	-	2748	741	1043	849	2165	1329
YMR292W	XIII;XIII	854795;854899	854816;855293	+;+	417	3255	2963	3297	3697	2961
YMR137C	XIII	542978	544963	-	1986	563	838	641	1734	796
YMR013W-A	XIII	298311	298391	+	81	0	0	0	0	0
YML076C	XIII	112513	115347	-	2835	1262	1660	1436	3555	1718
YMR082C	XIII	431769	432125	-	357	0	2	0	8	2
tR(UCU)M2	XIII	131825	131896	-	72	8	11	11	10	20
YMR022W	XIII	318680	319177	+	498	1892	2156	1751	6862	3295
YML062C	XIII	147505	148683	-	1179	1707	1487	1567	3685	1833
YMR086C-A	XIII	442026	442364	-	339	12	16	16	32	25
YML035C	XIII	206428	208860	-	2433	1096	1154	847	3213	1390
YMR173W	XIII	608689	609981	+	1293	1425	2748	1012	3771	2291
YMR194C-A	XIII	652912	653136	-	225	160	196	149	345	275
YMR093W	XIII	454015	455556	+	1542	433	671	700	1070	742
YML036W	XIII;XIII	205642;206204	206097;206293	+;+	546	3286	1597	2478	6035	2407
YMR307W	XIII	887003	888682	+	1680	30788	39760	32259	60613	35634
YML116W-A	XIII	37472	37774	+	303	74	89	77	217	105
YMR021C	XIII	317165	318418	-	1254	540	782	636	1992	974
YMR135C	XIII	538689	540056	-	1368	2140	2494	1744	8179	4449
YMR121C	XIII	509734	510348	-	615	967	1317	989	4040	1793
YMR129W	XIII	527804	531817	+	4014	2704	3124	2403	4180	2711
YML066C	XIII	140424	141533	-	1110	8	6	15	15	9
YMR045C	XIII	357359	362627	-	5269	437	477	740	1781	641
YMR050C	XIII	373057	378325	-	5269	90	106	145	347	160
YML045W	XIII	184461	189729	+	5269	57	108	44	293	49
YML040W	XIII	196628	197950	+	1323	0	0	0	0	0
YML045W-A	XIII	184461	185783	+	1323	0	0	0	0	0
YMR046C	XIII	361305	362627	-	1323	0	0	0	0	0
YMR051C	XIII	377003	378325	-	1323	0	0	0	0	0
YML039W	XIII	196628	201896	+	5269	34	31	28	152	18
YBR225W	II	670627	673329	+	2703	647	985	739	2307	1186
YBR182C-A	II	595361	595555	-	195	39	14	20	190	96
YBL055C	II	115573	116829	-	1257	451	586	677	1245	726
YBR293W	II	787006	788430	+	1425	885	1361	1199	2283	1300
YBR223W-A	II	668721	668840	+	120	0	0	0	0	0
YBR115C	II	469748	473926	-	4179	0	0	0	0	0
YBR031W	II	300166	301254	+	1089	16717	21178	27896	75841	40139
YBL108C-A	II	7605	7733	-	129	2	2	2	3	4
YBR116C	II	474199	474726	-	528	18	10	8	24	18
YBR241C	II	702589	704055	-	1467	1086	1844	1026	3204	1539
YBR182C	II	593506	594864	-	1359	348	429	389	684	239
YBR134W	II	504243	504644	+	402	8	6	6	9	6
YBL037W	II	147209	150286	+	3078	618	942	735	2623	1411
YBR019C	II	276253	278352	-	2100	321	255	242	590	266
YBR022W	II	283738	284271	+	534	4118	2489	3288	6941	3008
YBR121C-A	II	482326	482484	-	159	0	0	0	0	0
YBR119W	II;II	479338;479435	479345;480323	+;+	897	1363	1671	1447	4415	2428
YBL022C	II	177874	181275	-	3402	1711	3270	1883	6327	2573
snR161	II	307185	307345	-	161	24	30	29	178	153
YBR243C	II	705447	706793	-	1347	2414	3050	2725	4334	2442
YBR234C	II	685438	686592	-	1155	3103	4008	2995	16530	6499
YBR179C	II	586547	589114	-	2568	849	1020	654	2574	1194
YBR247C	II	713004	714455	-	1452	265	302	389	911	779
YBR124W	II	486507	486866	+	360	6	3	9	4	5
YBL086C	II	61202	62602	-	1401	814	839	538	4404	2280
YBL065W	II	99963	100307	+	345	14	9	0	17	5
YBR227C	II	673572	675134	-	1563	866	1147	837	2408	1268
YBR218C	II	658707	662249	-	3543	6732	7752	7974	25429	12988
YBR244W	II	707528	708016	+	489	5152	2725	7310	6961	7625
YBR160W	II	560078	560974	+	897	815	996	805	3644	1700
YBL080C	II	73070	74695	-	1626	464	618	480	1560	748
YBR083W	II	409169	410629	+	1461	1103	1938	1134	6123	2831
YBR294W	II	789235	791814	+	2580	9763	6650	1925	23993	3810
tI(AAU)B	II	197494	197567	+	74	4	2	0	2	2
YBR091C	II	427155	427484	-	330	421	451	455	1280	652
YBR284W	II	771239	773632	+	2394	316	442	196	845	399
YBR158W	II	556549	558198	+	1650	4323	5629	4552	8224	6002
YBR111W-A	II;II;II	462139;462290;462500	462209;462429;462579	+;+;+	291	19898	16346	15449	20371	12975
YBL071C	II	90223	90531	-	309	2	4	2	14	16
YBR126W-B	II	490927	491070	+	144	453	555	357	754	677
YBR229C	II	676357	679221	-	2865	3452	4412	2688	4906	2681
YBR042C	II	320416	321609	-	1194	1840	2200	1837	2525	1299
YBR150C	II	541209	544493	-	3285	1265	1465	1033	3636	1801
YBR298C	II	802631	804475	-	1845	851	1288	702	4111	3054
YBR143C	II	530869	532182	-	1314	6487	5985	6715	15322	9726
YBR014C	II	266725	267336	-	612	6241	4757	4848	9591	4273
tS(AGA)B	II	227075	227156	+	82	13	4	14	4	1
YBR259W	II	730387	732453	+	2067	861	1077	994	1922	1099
YBR060C	II	360652	362514	-	1863	1035	1303	902	3697	1561
YBR180W	II	589741	591459	+	1719	10	4	5	26	11
YBL034C	II	153848	158389	-	4542	923	1147	873	2096	933
YBR212W	II	647886	649904	+	2019	1264	1527	1045	5193	2811
YBR071W	II	380411	381046	+	636	584	730	479	2346	892
YBL074C	II	86722	87789	-	1068	187	325	125	452	243
YBL107C	II	9961	10551	-	591	1011	1444	1086	2306	1281
YBR097W	II	436951	441315	+	4365	1418	1524	1139	3061	1535
YBR136W	II	505668	512774	+	7107	486	1023	610	1624	687
YBR039W	II	315575	316510	+	936	3369	4837	3639	14206	6631
YBL089W	II	49574	50953	+	1380	1119	1510	1271	2344	1443
YBL067C	II	93639	95882	-	2244	1025	1424	1034	2647	1440
YBR270C	II	742761	744398	-	1638	394	616	386	861	544
YBR087W	II	423765	424829	+	1065	955	1052	796	3229	1237
YBR121C	II	481364	483367	-	2004	5210	5569	6237	19634	10089
YBR026C	II	292877	294019	-	1143	2345	2851	1808	9707	4247
YBR197C	II	615203	615856	-	654	365	609	585	1370	808
YBR027C	II	294024	294356	-	333	59	47	44	88	41
YBR177C	II	584807	586162	-	1356	2924	3613	2251	17785	7288
YBR176W	II	583720	584658	+	939	502	500	475	1312	755
YBR230W-A	II	680362	680562	+	201	1697	1308	1541	2310	1611
YBR090C	II;II	426333;426874	426516;427058	-;-	369	138	200	103	205	174
YBL071C-B	II	89458	89556	-	99	2	1	7	13	9
YBR064W	II	367763	368191	+	429	2	2	2	1	2
YBR044C	II	324341	326059	-	1719	983	1386	971	3201	1513
YBL068W	II	92414	93394	+	981	746	823	1042	2565	1761
YBR216C	II	655576	657600	-	2025	1241	1519	1273	3893	2118
YBR271W	II	744852	746111	+	1260	393	393	515	743	615
YBR084W	II	411054	413981	+	2928	1357	1414	2089	4247	2865
YBR065C	II	368584	369678	-	1095	419	712	502	899	589
YBR245C	II	708150	711539	-	3390	941	1139	783	2796	1375
YBR085W	II	415983	416906	+	924	215	353	277	604	246
YBR059C	II	356861	360187	-	3327	2239	2928	1929	6273	2642
YBR068C	II	373861	375690	-	1830	10455	12149	15578	30919	27352
YBR285W	II	773922	774356	+	435	154	111	75	435	242
YBR041W	II	318266	320275	+	2010	4088	6000	3871	6055	3695
YBR252W	II	722611	723054	+	444	1953	1673	2399	4229	2337
YBL082C	II	69751	71127	-	1377	559	590	699	1483	950
YBL002W	II	236492	236887	+	396	13623	18366	16885	40356	26071
YBL098W	II	39145	40527	+	1383	1084	832	965	2619	1023
YBR117C	II	474392	476437	-	2046	26	52	55	307	137
YBR214W	II	651415	652998	+	1584	1747	2510	1258	10505	4919
YBR169C	II	573915	575996	-	2082	6857	11429	4505	39909	6724
YBR207W	II	635146	636543	+	1398	3678	4533	3308	6753	3566
YBR155W	II	549771	550928	+	1158	723	697	766	1583	967
YBL106C	II	10847	13879	-	3033	707	697	519	1456	709
YBR237W	II	691969	694518	+	2550	2099	4493	2908	4505	2995
YBR193C	II	609082	609753	-	672	632	749	610	2420	1246
YBR149W	II	539987	541021	+	1035	3431	5276	2510	19886	7351
YBR013C	II	265492	265881	-	390	3736	2324	2751	3429	1863
YBL063W	II	101886	105221	+	3336	1406	1832	1590	3451	2026
YBL029C-A	II	164488	164772	-	285	8266	3855	4908	19361	7723
YBR147W	II	536575	537465	+	891	4639	2878	5602	8931	6456
YBR246W	II	711591	712754	+	1164	786	1089	996	2880	1509
YBR002C	II	241708	242568	-	861	984	1424	1258	2982	1728
YBR023C	II	284428	287925	-	3498	2515	2406	2001	4299	2134
YBL088C	II	51019	59382	-	8364	1637	3412	1783	3798	1770
YBL064C	II	100371	101156	-	786	1769	2964	1171	10378	4512
YBL007C	II	212632	216366	-	3735	6653	9497	6708	13105	6798
tL(UAA)B2	II	347603	347686	+	84	25	10	8	9	6
YBL093C	II	44256	44918	-	663	1074	1117	1063	2976	1288
YBL091C	II	47363	48628	-	1266	2587	3709	2825	12446	5736
YBR142W	II	528317	530638	+	2322	535	526	680	1206	897
YBR047W	II	331833	332360	+	528	869	1683	1543	2324	1718
YBR238C	II	695107	697302	-	2196	444	1107	1062	1071	823
YBR067C	II	372103	372735	-	633	7970	9090	8231	54624	12531
YBR010W	II	256331	256741	+	411	25028	16899	25123	36382	25694
YBL054W	II	117589	119166	+	1578	192	193	286	457	444
YBR209W	II	642583	642900	+	318	0	0	0	1	0
YBL060W	II	107932	109995	+	2064	551	680	466	1340	684
YBR089W	II	425183	425782	+	600	4	12	3	26	8
YBR025C	II	290681	291865	-	1185	9951	13172	11683	46419	19427
YBR040W	II	316968	317864	+	897	46	46	43	68	35
YBR230C	II;II	679549;680040	679942;680050	-;-	405	2454	2892	1377	9614	6817
YBL027W	II;II	168423;168809	168424;169376	+;+	570	28031	30704	34820	86029	47449
YBL100C	II	36989	37303	-	315	0	0	0	2	0
YBR261C	II	734832	735530	-	699	522	818	826	2239	1338
YBR034C	II	304930	305976	-	1047	380	607	566	1143	628
